tool	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
run set	SMPMC.Benchmarks	SMPMC.Benchmarks	SMPMC.Benchmarks	SMPMC.Benchmarks	SMPMC.Benchmarks	SMT(LRA).Benchmarks	SMT(LRA).Benchmarks	SMT(LRA).Benchmarks	SMT(LRA).Benchmarks	SMT(LRA).Benchmarks
benchmarks/files/benchmark-general/	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations
benchmark-general-sat_mem_1_avoid-8-2-big-family_1.yml	false	9.943825	10.822004036977887	966.078464	7	TIMEOUT	1800.843134	1801.7706688335165	2546.188288	
benchmark-general-sat_mem_1_avoid-8-2-big-family_3.yml	true	1191.003468	1192.0890450943261	3555.901440	24967	TIMEOUT	1801.043643	1802.032787273638	2507.698176	
benchmark-general-sat_mem_1_avoid-8-2_1.yml	false	9.544951	10.344218152575195	912.781312	7	TIMEOUT	1801.039694	1801.9435319099575	2490.478592	
benchmark-general-sat_mem_1_catch-5_1.yml	false	1.267141	1.9468188658356667	195.235840	6	OUT OF MEMORY	334.575122	338.33950392063707	16000.000000	
benchmark-general-sat_mem_1_catch-5_11.yml	TIMEOUT	1801.468982	1802.6287794094533	1571.561472		OUT OF MEMORY	244.077633	248.7432869989425	16000.000000	
benchmark-general-sat_mem_1_catch-5_13.yml	TIMEOUT	1801.960897	1803.0263061113656	2157.469696		OUT OF MEMORY	258.217641	263.8681657584384	16000.000000	
benchmark-general-sat_mem_1_catch-5_15.yml	TIMEOUT	1801.351675	1802.1980684483424	1516.990464		OUT OF MEMORY	245.562306	249.60780373960733	16000.000000	
benchmark-general-sat_mem_1_catch-5_3.yml	false	3.362002	4.020284565165639	213.303296	136	OUT OF MEMORY	243.415866	249.05874909460545	16000.000000	
benchmark-general-sat_mem_1_catch-5_5.yml	false	32.544103	33.18414137046784	290.832384	2515	OUT OF MEMORY	222.15104	223.45692098978907	16000.000000	
benchmark-general-sat_mem_1_catch-5_7.yml	false	749.277537	749.9505896531045	971.313152	44182	OUT OF MEMORY	252.128994	258.81651796679944	16000.000000	
benchmark-general-sat_mem_1_catch-5_9.yml	TIMEOUT	1801.500137	1802.8255848595873	1263.448064		OUT OF MEMORY	232.239768	234.4830310465768	16000.000000	
benchmark-general-sat_mem_1_dpm-switch-q10-big-big-family_1.yml	false	7.132427	7.806890961714089	880.070656	5	TIMEOUT	1800.835781	1801.5526053532958	1123.840000	
benchmark-general-sat_mem_1_dpm-switch-q10-big-big-family_3.yml	false	407.445043	407.66679848823696	1837.420544	17296	TIMEOUT	1800.687849	1800.9138391716406	1120.649216	
benchmark-general-sat_mem_1_dpm-switch-q10-big_1.yml	false	6.589706	6.797458755783737	601.919488	5	TIMEOUT	1800.67075	1800.9567117905244	980.996096	
benchmark-general-sat_mem_1_dpm-switch-q10-big_3.yml	false	67.289065	68.23665922507644	763.772928	920	TIMEOUT	1800.673592	1801.1102516110986	988.073984	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy-big-family_11.yml	true	66.335468	67.53302622586489	268.554240	9846	TIMEOUT	1800.683923	1801.2239578822628	1198.469120	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy-big-family_13.yml	true	46.813141	47.95919476263225	267.812864	3701	TIMEOUT	1800.695312	1801.2221076609567	1237.962752	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy-big-family_15.yml	true	103.964324	105.11478620953858	319.627264	11051	TIMEOUT	1800.69103	1801.154043146409	1258.217472	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy-big-family_3.yml	true	5.625171	6.855882252566516	205.213696	537	TIMEOUT	1800.875405	1801.3683085599914	3899.793408	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy-big-family_5.yml	true	13.951339	15.394909963943064	214.417408	2285	TIMEOUT	1800.711607	1801.2672569137067	1225.867264	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy-big-family_7.yml	true	183.152767	184.56905298121274	691.793920	73205	TIMEOUT	1800.730309	1801.1799678560346	1203.298304	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy-big-family_9.yml	true	71.228903	72.38092342019081	316.768256	16504	TIMEOUT	1800.719576	1801.131400522776	1198.497792	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy_11.yml	true	65.443406	66.67864839173853	291.500032	13713	TIMEOUT	1800.722172	1801.158003509976	1118.461952	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy_13.yml	true	68.570962	69.77386256679893	285.401088	9851	TIMEOUT	1800.717298	1801.1996087403968	1137.811456	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy_15.yml	true	129.302217	130.5091390023008	424.599552	20286	TIMEOUT	1800.721271	1801.1775640901178	1186.967552	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy_3.yml	true	10.502489	12.03881529904902	210.411520	2201	TIMEOUT	1800.722376	1800.9668265357614	1939.890176	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy_5.yml	true	481.999823	483.1916301557794	2442.960896	289686	TIMEOUT	1800.68049	1800.8878951622173	1080.930304	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy_7.yml	true	92.867806	94.005610473454	556.175360	35034	TIMEOUT	1800.691281	1800.8954678606242	1095.655424	
benchmark-general-sat_mem_1_obstacles-10-6-skip-easy_9.yml	true	41.513896	42.452649012207985	233.840640	4629	TIMEOUT	1800.685262	1800.9257225375623	1160.687616	
benchmark-general-sat_mem_1_obstacles-demo_11.yml	true	709.519652	710.5028633149341	758.628352	337859	TIMEOUT	1800.619905	1800.8762346152216	222.605312	
benchmark-general-sat_mem_1_obstacles-demo_13.yml	true	1266.363791	1267.5194236636162	1179.824128	546766	TIMEOUT	1800.621212	1800.8256498193368	205.701120	
benchmark-general-sat_mem_1_obstacles-demo_15.yml	true	708.772991	709.6546284453943	716.529664	312196	TIMEOUT	1800.623282	1800.8455895688385	250.130432	
benchmark-general-sat_mem_1_obstacles-demo_3.yml	false	5.339567	5.950957594439387	171.364352	1029	TIMEOUT	1800.616877	1800.88231053669	229.744640	
benchmark-general-sat_mem_1_obstacles-demo_5.yml	true	78.291555	78.9878003410995	247.902208	31691	TIMEOUT	1800.621146	1800.8815534394234	232.411136	
benchmark-general-sat_mem_1_obstacles-demo_7.yml	true	10.865893	12.178385735489428	198.569984	2550	TIMEOUT	1800.628448	1800.8724291659892	255.959040	
benchmark-general-sat_mem_1_obstacles-demo_9.yml	true	88.342515	89.51815497875214	276.107264	51096	TIMEOUT	1800.606	1800.99496218469	235.249664	
benchmark-general-sat_mem_1_pacman-6_1.yml	false	5.941871	6.774019746109843	249.262080	6	OUT OF MEMORY	711.529124	714.8748449115083	16000.000000	
benchmark-general-sat_mem_1_pacman-6_11.yml	true	184.953163	185.60437530931085	872.947712	1364	OUT OF MEMORY	737.386988	738.3023056685925	16000.000000	
benchmark-general-sat_mem_1_pacman-6_13.yml	true	694.583677	695.4568052282557	1118.380032	6702	OUT OF MEMORY	689.501508	690.5718779088929	16000.000000	
benchmark-general-sat_mem_1_pacman-6_15.yml	true	839.50629	840.5963303856552	1203.318784	6426	OUT OF MEMORY	720.335478	724.007096234709	16000.000000	
benchmark-general-sat_mem_1_pacman-6_3.yml	true	12.537579	12.849494151771069	349.421568	913	OUT OF MEMORY	680.373396	683.1722955750301	16000.000000	
benchmark-general-sat_mem_1_pacman-6_5.yml	true	35.451621	35.77148452214897	450.813952	891	OUT OF MEMORY	680.808164	682.2014107210562	16000.000000	
benchmark-general-sat_mem_1_pacman-6_7.yml	true	55.469473	55.78445137385279	587.931648	505	OUT OF MEMORY	723.972811	726.2903560297564	16000.000000	
benchmark-general-sat_mem_1_pacman-6_9.yml	true	65.453618	65.76025401521474	656.977920	810	OUT OF MEMORY	688.314186	688.9791459934786	16000.000000	
benchmark-general-sat_mem_1_rocks-4-2_11.yml	true	36.606733	36.92375081870705	261.349376	23657	TIMEOUT	1800.629533	1800.8787108631805	1976.864768	
benchmark-general-sat_mem_1_rocks-4-2_13.yml	true	27.591227	27.898978473618627	245.780480	14059	TIMEOUT	1800.670622	1800.920407534577	1422.848000	
benchmark-general-sat_mem_1_rocks-4-2_15.yml	true	19.791026	20.09179327264428	223.244288	5897	TIMEOUT	1800.690871	1800.9363566711545	1412.079616	
benchmark-general-sat_mem_1_rocks-4-2_5.yml	true	3.968512	4.299708945676684	192.643072	2067	TIMEOUT	1800.665748	1800.910335863009	1321.050112	
benchmark-general-sat_mem_1_rocks-4-2_7.yml	true	17.539242	17.87013752758503	216.985600	10822	TIMEOUT	1800.70574	1800.9423012640327	1530.675200	
benchmark-general-sat_mem_1_rocks-4-2_9.yml	true	11.964533	12.300822543911636	213.524480	8290	TIMEOUT	1800.667648	1800.919333874248	1420.603392	
benchmark-general-sat_mem_1_rocks-6-4-big-family_1.yml	false	1.230467	1.3951144609600306	192.131072	7	OUT OF MEMORY	273.722174	276.1879640193656	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-big-family_11.yml	TIMEOUT	1800.681312	1802.3510867441073	3283.345408		OUT OF MEMORY	258.256622	262.1303554372862	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-big-family_13.yml	true	1192.251878	1192.9336013598368	2193.641472	81304	OUT OF MEMORY	262.159815	264.8407359207049	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-big-family_15.yml	TIMEOUT	1800.887209	1801.2786432951689	4337.942528		OUT OF MEMORY	396.720476	397.03460435103625	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-big-family_3.yml	false	16.427292	16.646644218824804	240.914432	1382	OUT OF MEMORY	301.936916	307.4197412999347	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-big-family_5.yml	true	249.333171	249.68025131057948	1366.949888	29666	OUT OF MEMORY	279.047687	281.84863924980164	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-big-family_7.yml	true	216.269021	216.66699584946036	1350.471680	30513	OUT OF MEMORY	249.255846	252.09585890360177	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-big-family_9.yml	true	1134.55836	1135.7651267042384	2922.504192	109122	OUT OF MEMORY	278.009456	279.40213799197227	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-signal_1.yml	false	1.265138	1.4604624845087528	193.163264	7	OUT OF MEMORY	341.075619	345.89224312640727	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-signal_11.yml	TIMEOUT	1800.862945	1801.3222673870623	3777.069056		OUT OF MEMORY	278.609481	279.9168549478054	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-signal_13.yml	TIMEOUT	1800.727482	1801.6590167814866	3170.250752		OUT OF MEMORY	260.013476	260.89654960669577	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-signal_15.yml	TIMEOUT	1801.100121	1801.9276812877506	4122.787840		OUT OF MEMORY	279.128933	282.9509218316525	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-signal_3.yml	false	10.524813	10.713290492072701	210.341888	501	OUT OF MEMORY	270.35104	273.531091991812	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-signal_5.yml	true	627.905113	628.2993626194075	1897.725952	50686	OUT OF MEMORY	284.424886	288.24718687403947	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-signal_7.yml	TIMEOUT	1800.569569	1802.7152449348941	3024.629760		OUT OF MEMORY	267.112346	270.0717228874564	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4-signal_9.yml	TIMEOUT	1800.646967	1803.0817529186606	3752.488960		OUT OF MEMORY	304.840853	307.84198843035847	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4_1.yml	false	1.846916	2.056936126202345	190.459904	7	OUT OF MEMORY	253.335581	256.36553204990923	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4_11.yml	true	1303.502064	1303.9807618204504	3502.665728	84413	OUT OF MEMORY	243.230078	245.9232669416815	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4_13.yml	TIMEOUT	1800.810587	1801.2280867286026	3802.607616		OUT OF MEMORY	209.599542	210.18101663608104	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4_15.yml	TIMEOUT	1800.778242	1802.5174533342943	4611.072000		OUT OF MEMORY	209.384989	209.6777420733124	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4_3.yml	false	21.201735	21.404141877777874	255.868928	2486	OUT OF MEMORY	230.909514	232.25089148804545	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4_5.yml	true	88.643914	88.95118353143334	414.363648	11441	OUT OF MEMORY	269.798968	272.8741008201614	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4_7.yml	true	343.611317	344.0533397598192	977.068032	26173	OUT OF MEMORY	226.302786	228.98827414866537	16000.000000	
benchmark-general-sat_mem_1_rocks-6-4_9.yml	true	1324.602357	1325.8942447276786	2509.606912	87451	OUT OF MEMORY	253.734358	256.28470925521106	16000.000000	
benchmark-general-sat_mem_1_rocks-8-1_11.yml	true	101.445531	102.9981880467385	232.452096	7763	TIMEOUT	1800.612767	1800.8796666217968	811.085824	
benchmark-general-sat_mem_1_rocks-8-1_13.yml	true	350.324984	352.0216729026288	647.954432	193630	TIMEOUT	1800.645063	1800.8759741019458	1046.253568	
benchmark-general-sat_mem_1_rocks-8-1_15.yml	true	53.045994	53.38773808348924	287.903744	24624	TIMEOUT	1800.643624	1800.8219705875963	718.712832	
benchmark-general-sat_mem_1_rocks-8-1_3.yml	false	2.106403	2.3049736842513084	174.133248	1375	TIMEOUT	1800.631406	1800.898496977985	461.676544	
benchmark-general-sat_mem_1_rocks-8-1_5.yml	true	2.596358	2.874644015915692	207.142912	2112	TIMEOUT	1800.638312	1800.8555121542886	668.790784	
benchmark-general-sat_mem_1_rocks-8-1_7.yml	true	17.928691	18.278869254514575	224.342016	9417	TIMEOUT	1800.640166	1800.919833126478	735.428608	
benchmark-general-sat_mem_1_rocks-8-1_9.yml	true	3.547878	3.904716281220317	216.264704	1639	TIMEOUT	1800.645523	1800.8718846747652	756.117504	
benchmark-general-sat_mem_1_rover-1000-big-family_1.yml	true	5.741039	5.99319710303098	899.903488	19	TIMEOUT	1800.687659	1800.9939179075882	1192.083456	
benchmark-general-sat_mem_1_rover-1000-big-family_11.yml	true	16.684246	16.982006532140076	905.240576	17	TIMEOUT	1800.685908	1800.9399860687554	1194.426368	
benchmark-general-sat_mem_1_rover-1000-big-family_13.yml	true	28.080913	28.459592135623097	905.273344	15	TIMEOUT	1800.679881	1800.9360118610784	1195.089920	
benchmark-general-sat_mem_1_rover-1000-big-family_15.yml	true	23.109647	23.495358475483954	909.291520	18	TIMEOUT	1800.686019	1800.9245699439198	1195.286528	
benchmark-general-sat_mem_1_rover-1000-big-family_3.yml	true	12.65215	12.964152348227799	898.641920	20	TIMEOUT	1800.682007	1800.8928867755458	1192.771584	
benchmark-general-sat_mem_1_rover-1000-big-family_5.yml	true	9.188933	9.49701897148043	900.231168	16	TIMEOUT	1800.688094	1800.9274594075978	1193.127936	
benchmark-general-sat_mem_1_rover-1000-big-family_7.yml	true	11.898516	12.253375033847988	901.025792	16	TIMEOUT	1800.725996	1800.980878148228	1193.332736	
benchmark-general-sat_mem_1_rover-1000-big-family_9.yml	true	14.570076	14.897685522213578	902.320128	16	TIMEOUT	1800.690976	1800.9453674014658	1193.787392	
benchmark-general-sat_mem_1_rover-1000_1.yml	true	3.186137	3.5114704463630915	312.963072	8	TIMEOUT	1800.661705	1800.9421632168815	867.221504	
benchmark-general-sat_mem_1_rover-1000_11.yml	true	13.48019	13.780293907038867	318.283776	8	TIMEOUT	1800.674807	1800.953818719834	792.080384	
benchmark-general-sat_mem_1_rover-1000_13.yml	true	16.682586	16.980158301070333	317.747200	8	TIMEOUT	1800.666732	1800.9180682338774	795.521024	
benchmark-general-sat_mem_1_rover-1000_15.yml	true	19.356591	19.688692652620375	322.023424	8	TIMEOUT	1800.668315	1800.887258183211	866.193408	
benchmark-general-sat_mem_1_rover-1000_3.yml	true	5.253058	5.535335975699127	311.746560	8	TIMEOUT	1800.609358	1800.8315803203732	781.643776	
benchmark-general-sat_mem_1_rover-1000_5.yml	true	5.6485	5.954983205534518	313.774080	8	TIMEOUT	1800.664882	1800.8661983702332	867.233792	
benchmark-general-sat_mem_1_rover-1000_7.yml	true	10.593854	10.950799285434186	314.257408	8	TIMEOUT	1800.660585	1800.8856130149215	867.000320	
benchmark-general-sat_mem_1_rover-1000_9.yml	true	10.98992	11.322504687123	313.438208	8	TIMEOUT	1800.659316	1800.9141047671437	795.885568	
benchmark-general-sat_mem_1_uav-operator-roz-workload-big-family_1.yml	false	16.070889	16.27977352682501	1279.574016	0	TIMEOUT	1800.71352	1801.0033513344824	1590.439936	
benchmark-general-sat_mem_1_uav-operator-roz-workload-big-family_3.yml	false	58.411318	58.6171843027696	1791.492096	263	TIMEOUT	1800.723515	1800.945865730755	1606.139904	
benchmark-general-sat_mem_1_uav-operator-roz-workload_1.yml	false	10.757866	10.94463055767119	979.197952	0	TIMEOUT	1800.710123	1800.9715199368075	1398.988800	
benchmark-general-sat_mem_1_uav-operator-roz-workload_3.yml	false	69.935806	72.16080761607736	1442.299904	78	TIMEOUT	1800.713403	1800.9762902576476	1424.027648	
benchmark-general-sat_mem_1_uav-roz_1.yml	false	17.665132	17.899346213787794	979.558400	0	TIMEOUT	1800.709063	1800.9529478345066	1177.219072	
benchmark-general-sat_mem_1_uav-roz_3.yml	false	103.983111	104.77556166332215	1450.455040	68	TIMEOUT	1800.701421	1800.9428948247805	1274.322944	
benchmark-general-sat_mem_2_obstacles-2-3_13.yml	false	10.791612	10.981648860499263	175.095808	91	OUT OF MEMORY	38.637356	38.98511468153447	16000.000000	
benchmark-general-sat_mem_2_obstacles-2-3_15.yml	true	4.534066	4.8410426480695605	209.465344	96	OUT OF MEMORY	45.516092	45.99741818290204	16000.000000	
